"MaritalStatus";"ApplicationMode";"ApplicationOrder";"Course";"DaytimeEveningAttendance";"PreviousQualification";"PreviousQualificationGrade";"Nationality";"MotherQualification";"FatherQualification";"MotherOccupation";"FatherOccupation";"AdmissionGrade";"Displaced";"EducationalSpecialNeeds";"Debtor";"TuitionFeesUpToDate";"Gender";"ScholarshipHolder";"AgeAtEnrollment";"International";"CurricularUnits1stSemCredited";"CurricularUnits1stSemEnrolled";"CurricularUnits1stSemEvaluation";"CurricularUnits1stSemApproved";"CurricularUnits1stSemGrade";"CurricularUnits1stSemNoEvaluation";"CurricularUnits2ndSemCredited";"CurricularUnits2ndSemEnrolled";"CurricularUnits2ndSemEvaluations";"CurricularUnits2ndSemApproved";"CurricularUnits2ndSemGrade";"CurricularUnits2ndSemNoEvaluation";"AverageCurricularGrade";"UnemploymentRate";"InflationRate";"GDP";"Target"
"1";"1";"3";"9773";"1";"1";"138";"1";"3";"1";"2";"3";"135.90";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"7";"6";"14.86";"0";"0";"6";"6";"6";"14.67";"0";"14.77";"13.90";"-0.30";"0.79";"3"
"1";"1";"1";"9130";"1";"1";"164";"1";"34";"1";"0";"0";"163.00";"0";"0";"0";"1";"0";"0";"18";"0";"0";"6";"0";"0";"0.00";"0";"0";"6";"0";"0";"0.00";"0";"0";"7.60";"2.60";"0.32";"1"
"4";"39";"1";"8014";"0";"19";"134";"1";"34";"34";"0";"0";"100.00";"0";"0";"0";"1";"0";"0";"48";"0";"0";"6";"11";"1";"10.00";"0";"0";"6";"11";"1";"11.00";"0";"10.5";"9.40";"-0.80";"-3.12";"1"
"1";"17";"1";"171";"1";"1";"158";"1";"3";"3";"3";"3";"151.40";"1";"0";"0";"0";"0";"0";"19";"0";"6";"12";"12";"12";"13.00";"0";"4";"11";"14";"11";"13.25";"0";"13.13";"8.90";"1.40";"3.51";"3"
"1";"1";"1";"9147";"1";"1";"143";"1";"1";"1";"4";"6";"138.80";"0";"0";"0";"0";"1";"0";"18";"0";"0";"5";"9";"3";"11.34";"0";"0";"5";"8";"2";"13.50";"0";"12.42";"8.90";"1.40";"3.51";"2"
"1";"39";"1";"9670";"1";"1";"100";"1";"1";"1";"4";"4";"120.00";"0";"0";"0";"1";"1";"0";"26";"0";"0";"5";"7";"3";"11.34";"0";"0";"5";"7";"3";"13.67";"0";"12.51";"9.40";"-0.80";"-3.12";"1"
"1";"16";"4";"9773";"1";"1";"109";"1";"37";"37";"9";"3";"137.00";"1";"0";"0";"1";"0";"1";"18";"0";"0";"6";"7";"6";"12.67";"0";"0";"6";"8";"5";"12.80";"0";"12.74";"10.80";"1.40";"1.74";"3"
"1";"43";"1";"9991";"0";"2";"110";"1";"37";"37";"9";"9";"112.90";"0";"0";"0";"1";"0";"0";"38";"0";"14";"15";"16";"14";"10.93";"0";"12";"14";"16";"12";"11.84";"0";"11.39";"9.40";"-0.80";"-3.12";"1"
"1";"1";"1";"9147";"1";"1";"150";"1";"34";"19";"0";"4";"152.80";"1";"0";"0";"1";"1";"1";"18";"0";"0";"5";"7";"4";"12.75";"0";"0";"5";"5";"0";"0.00";"0";"6.38";"7.60";"2.60";"0.32";"1"
"1";"1";"1";"9130";"1";"1";"151";"1";"3";"1";"2";"4";"151.00";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"11";"6";"14.45";"0";"0";"6";"6";"6";"13.34";"0";"13.9";"16.20";"0.30";"-0.92";"3"
"1";"17";"1";"9500";"1";"1";"135";"1";"19";"38";"9";"9";"129.20";"0";"0";"0";"1";"0";"1";"18";"0";"0";"7";"7";"7";"14.15";"0";"0";"8";"9";"8";"13.63";"0";"13.89";"11.10";"0.60";"2.02";"3"
"1";"1";"3";"9773";"1";"1";"121";"1";"19";"19";"3";"3";"116.10";"0";"0";"0";"1";"0";"1";"18";"0";"0";"6";"6";"6";"13.17";"0";"0";"6";"6";"6";"12.17";"0";"12.67";"12.40";"0.50";"1.79";"3"
"1";"1";"1";"9254";"1";"1";"132";"1";"1";"38";"9";"9";"120.10";"1";"0";"0";"1";"1";"1";"20";"0";"0";"6";"7";"6";"13.58";"0";"0";"6";"8";"6";"13.17";"0";"13.38";"8.90";"1.40";"3.51";"3"
"1";"1";"4";"9119";"1";"1";"126";"1";"3";"19";"2";"9";"123.60";"1";"0";"0";"1";"1";"0";"18";"0";"0";"5";"6";"5";"12.40";"0";"0";"5";"9";"3";"13.00";"0";"12.7";"8.90";"1.40";"3.51";"1"
"1";"43";"1";"9085";"1";"1";"162";"1";"2";"1";"4";"4";"162.00";"0";"0";"0";"1";"0";"0";"19";"0";"0";"6";"7";"6";"15.00";"0";"0";"6";"8";"6";"15.63";"0";"15.32";"12.40";"0.50";"1.79";"3"
"1";"44";"1";"9003";"1";"39";"150";"1";"1";"38";"6";"6";"150.00";"1";"0";"0";"1";"1";"0";"21";"0";"0";"6";"12";"4";"11.80";"0";"0";"6";"11";"4";"11.88";"0";"11.84";"16.20";"0.30";"-0.92";"1"
"1";"1";"1";"9003";"1";"1";"148";"1";"19";"37";"9";"9";"131.60";"1";"0";"0";"1";"1";"0";"19";"0";"8";"12";"17";"11";"12.00";"2";"4";"12";"21";"12";"12.31";"0";"12.16";"15.50";"2.80";"-4.06";"3"
"1";"1";"1";"9085";"1";"1";"140";"1";"3";"1";"2";"4";"124.10";"0";"0";"0";"1";"0";"0";"18";"0";"0";"5";"12";"5";"14.50";"2";"0";"5";"5";"5";"13.60";"0";"14.05";"9.40";"-0.80";"-3.12";"3"
"1";"1";"3";"9500";"1";"1";"132";"1";"38";"38";"9";"9";"119.30";"1";"0";"0";"1";"0";"0";"19";"0";"0";"8";"8";"7";"11.99";"0";"0";"8";"8";"7";"11.99";"0";"11.99";"10.80";"1.40";"1.74";"3"
"1";"1";"1";"9556";"1";"1";"135";"1";"37";"38";"7";"9";"125.80";"0";"0";"0";"1";"0";"1";"20";"0";"0";"7";"14";"7";"10.65";"0";"0";"8";"8";"8";"11.55";"0";"11.1";"12.70";"3.70";"-1.70";"3"
"1";"7";"1";"9556";"1";"3";"130";"1";"1";"37";"4";"8";"130.00";"0";"0";"0";"0";"1";"0";"23";"0";"3";"7";"7";"3";"13.67";"0";"3";"8";"8";"3";"11.34";"4";"12.51";"10.80";"1.40";"1.74";"1"
"1";"1";"2";"9556";"1";"1";"125";"1";"38";"1";"9";"3";"116.30";"1";"0";"0";"1";"0";"0";"18";"0";"0";"7";"8";"7";"13.43";"0";"0";"8";"8";"8";"15.32";"0";"14.38";"16.20";"0.30";"-0.92";"3"
"1";"43";"1";"9500";"1";"1";"120";"1";"1";"1";"5";"8";"112.00";"1";"0";"0";"1";"0";"1";"19";"0";"0";"8";"15";"7";"11.58";"0";"0";"8";"15";"7";"11.58";"0";"11.58";"12.70";"3.70";"-1.70";"3"
"1";"1";"3";"9500";"1";"1";"139";"1";"3";"1";"4";"1";"126.00";"1";"0";"0";"1";"1";"0";"18";"0";"0";"8";"15";"5";"12.29";"1";"0";"8";"15";"5";"12.29";"1";"12.29";"10.80";"1.40";"1.74";"1"
"1";"17";"5";"9500";"1";"1";"140";"1";"1";"1";"4";"3";"131.10";"1";"0";"0";"1";"0";"0";"18";"0";"0";"7";"7";"7";"13.19";"0";"0";"8";"8";"8";"14.24";"0";"13.72";"11.10";"0.60";"2.02";"3"
"1";"17";"1";"9238";"1";"1";"135";"1";"1";"19";"4";"4";"129.10";"0";"0";"0";"1";"0";"0";"19";"0";"0";"6";"6";"6";"14.67";"0";"0";"6";"7";"6";"14.58";"0";"14.63";"15.50";"2.80";"-4.06";"3"
"1";"39";"1";"9085";"1";"1";"130";"1";"37";"19";"9";"7";"130.00";"1";"0";"0";"1";"0";"0";"28";"0";"0";"5";"13";"4";"11.25";"1";"0";"5";"11";"4";"10.50";"0";"10.88";"12.70";"3.70";"-1.70";"2"
"1";"1";"1";"9238";"1";"1";"134";"1";"38";"38";"191";"192";"118.00";"0";"0";"1";"1";"0";"1";"20";"0";"0";"6";"7";"5";"11.40";"0";"0";"6";"9";"6";"11.50";"0";"11.45";"8.90";"1.40";"3.51";"3"
"1";"18";"2";"9773";"1";"1";"109";"1";"1";"1";"4";"4";"109.00";"1";"0";"0";"0";"0";"0";"20";"0";"0";"6";"6";"0";"0.00";"0";"0";"6";"0";"0";"0.00";"0";"0";"8.90";"1.40";"3.51";"1"
"1";"17";"2";"9500";"1";"1";"145";"1";"19";"37";"5";"9";"130.50";"1";"0";"0";"1";"0";"0";"18";"0";"0";"8";"8";"7";"14.24";"0";"0";"8";"8";"7";"14.24";"0";"14.24";"10.80";"1.40";"1.74";"3"
"1";"7";"1";"9147";"1";"3";"130";"1";"37";"19";"9";"8";"130.00";"0";"0";"0";"1";"0";"0";"21";"0";"4";"9";"9";"9";"10.89";"0";"3";"10";"18";"10";"11.62";"0";"11.26";"10.80";"1.40";"1.74";"3"
"1";"17";"3";"9556";"1";"1";"131";"1";"19";"38";"9";"7";"128.50";"0";"0";"0";"1";"0";"1";"18";"0";"0";"7";"9";"7";"12.86";"0";"0";"8";"8";"8";"13.92";"0";"13.39";"12.70";"3.70";"-1.70";"3"
"1";"17";"3";"9254";"1";"1";"118";"1";"19";"1";"4";"4";"115.90";"1";"0";"0";"1";"1";"1";"18";"0";"0";"6";"7";"6";"12.15";"0";"0";"6";"8";"6";"11.34";"0";"11.75";"8.90";"1.40";"3.51";"3"
"1";"1";"2";"9773";"1";"1";"150";"41";"1";"37";"9";"7";"130.80";"0";"0";"0";"1";"0";"1";"20";"1";"0";"6";"9";"5";"11.80";"0";"0";"6";"9";"5";"11.84";"0";"11.82";"15.50";"2.80";"-4.06";"3"
"2";"39";"2";"9556";"1";"1";"134";"105";"1";"3";"9";"2";"152.80";"1";"0";"0";"1";"0";"0";"28";"1";"0";"7";"9";"7";"12.43";"0";"0";"8";"8";"8";"12.30";"0";"12.37";"12.40";"0.50";"1.79";"2"
"1";"17";"1";"9238";"1";"1";"158";"1";"1";"1";"5";"6";"140.50";"0";"0";"0";"1";"0";"1";"20";"0";"0";"6";"9";"6";"11.34";"0";"0";"6";"6";"6";"12.34";"0";"11.84";"10.80";"1.40";"1.74";"3"
"1";"39";"1";"9119";"1";"1";"139";"1";"1";"12";"4";"3";"111.30";"0";"0";"0";"1";"1";"0";"27";"0";"1";"6";"7";"3";"12.00";"0";"2";"6";"7";"2";"11.00";"0";"11.5";"13.90";"-0.30";"0.79";"1"
"1";"1";"2";"9119";"1";"1";"140";"1";"19";"19";"9";"9";"125.70";"1";"0";"0";"1";"1";"0";"18";"0";"0";"5";"5";"0";"0.00";"0";"0";"5";"5";"0";"0.00";"0";"0";"9.40";"-0.80";"-3.12";"2"
"1";"17";"4";"9070";"1";"1";"160";"1";"1";"19";"5";"7";"155.50";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"6";"6";"14.00";"0";"0";"6";"6";"6";"15.00";"0";"14.5";"11.10";"0.60";"2.02";"3"
"1";"1";"3";"9773";"1";"1";"145";"1";"38";"38";"9";"5";"133.10";"0";"0";"0";"1";"0";"1";"20";"0";"0";"6";"9";"4";"13.00";"0";"0";"6";"13";"4";"11.25";"0";"12.13";"10.80";"1.40";"1.74";"3"
"4";"43";"1";"9670";"1";"1";"150";"1";"37";"37";"9";"6";"110.00";"0";"0";"0";"1";"0";"0";"40";"0";"4";"8";"8";"8";"11.63";"0";"3";"7";"12";"5";"11.20";"0";"11.42";"9.40";"-0.80";"-3.12";"3"
"1";"1";"1";"9238";"1";"1";"116";"1";"38";"38";"9";"8";"108.70";"1";"0";"0";"1";"1";"0";"18";"0";"0";"6";"9";"5";"11.00";"0";"0";"6";"12";"0";"0.00";"0";"5.5";"11.10";"0.60";"2.02";"1"
"1";"1";"1";"9238";"1";"1";"127";"1";"1";"19";"4";"3";"141.70";"1";"0";"0";"1";"1";"0";"22";"0";"0";"6";"6";"6";"12.67";"0";"0";"6";"6";"6";"13.84";"0";"13.26";"10.80";"1.40";"1.74";"1"
"1";"17";"1";"9773";"1";"1";"120";"1";"1";"38";"5";"5";"121.40";"0";"0";"0";"0";"0";"0";"20";"0";"0";"6";"7";"4";"13.00";"0";"0";"6";"7";"5";"13.80";"0";"13.4";"12.40";"0.50";"1.79";"1"
"1";"17";"1";"9070";"1";"1";"122";"1";"1";"1";"4";"8";"123.80";"1";"0";"1";"0";"0";"1";"18";"0";"0";"6";"6";"6";"11.84";"0";"0";"6";"8";"6";"11.00";"0";"11.42";"12.70";"3.70";"-1.70";"1"
"1";"43";"1";"9003";"1";"1";"119";"1";"37";"37";"9";"6";"119.00";"0";"0";"1";"1";"1";"0";"23";"0";"0";"6";"6";"0";"0.00";"0";"0";"6";"8";"0";"0.00";"0";"0";"15.50";"2.80";"-4.06";"1"
"1";"1";"1";"9147";"1";"1";"129";"1";"37";"37";"9";"7";"117.80";"0";"0";"0";"1";"0";"1";"19";"0";"0";"5";"6";"4";"11.00";"0";"0";"5";"9";"4";"13.86";"0";"12.43";"10.80";"1.40";"1.74";"2"
"1";"1";"1";"9773";"1";"1";"143";"1";"1";"38";"8";"8";"136.70";"1";"0";"0";"1";"0";"1";"18";"0";"0";"6";"6";"6";"13.84";"0";"0";"6";"6";"6";"14.00";"0";"13.92";"11.10";"0.60";"2.02";"1"
"1";"1";"1";"9500";"1";"1";"148";"1";"19";"19";"4";"4";"133.80";"0";"0";"0";"1";"0";"0";"18";"0";"0";"8";"8";"7";"13.49";"0";"0";"8";"8";"7";"13.49";"0";"13.49";"12.70";"3.70";"-1.70";"3"
"1";"44";"1";"9003";"1";"39";"130";"1";"2";"3";"9";"6";"130.00";"0";"0";"0";"1";"1";"0";"20";"0";"0";"6";"12";"4";"10.80";"0";"0";"6";"13";"4";"12.00";"0";"11.4";"12.40";"0.50";"1.79";"2"
"1";"43";"1";"9556";"1";"1";"128";"1";"38";"38";"7";"8";"123.50";"1";"0";"0";"1";"0";"0";"22";"0";"0";"7";"14";"6";"10.75";"1";"0";"8";"10";"8";"11.84";"0";"11.3";"12.70";"3.70";"-1.70";"2"
"1";"1";"6";"9500";"1";"1";"120";"41";"1";"1";"9";"6";"114.80";"1";"0";"0";"1";"0";"0";"21";"1";"0";"7";"11";"4";"13.25";"0";"0";"7";"9";"5";"13.82";"0";"13.54";"11.10";"0.60";"2.02";"2"
"1";"39";"1";"9853";"1";"19";"134";"1";"19";"4";"9";"4";"116.00";"1";"0";"0";"1";"0";"0";"29";"0";"0";"7";"14";"0";"0.00";"0";"0";"6";"6";"0";"0.00";"0";"0";"11.10";"0.60";"2.02";"1"
"1";"1";"3";"9773";"1";"1";"131";"1";"38";"37";"7";"7";"127.20";"1";"0";"0";"1";"0";"1";"18";"0";"0";"6";"6";"6";"15.00";"0";"0";"6";"6";"6";"12.84";"0";"13.92";"8.90";"1.40";"3.51";"1"
"1";"1";"1";"171";"1";"1";"134";"1";"19";"37";"7";"7";"136.10";"1";"0";"0";"1";"1";"0";"19";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"9.40";"-0.80";"-3.12";"3"
"1";"17";"1";"9991";"0";"1";"120";"1";"38";"3";"9";"3";"116.90";"1";"0";"1";"0";"0";"0";"26";"0";"0";"5";"5";"0";"0.00";"0";"0";"5";"6";"0";"0.00";"0";"0";"10.80";"1.40";"1.74";"1"
"1";"42";"1";"9773";"1";"1";"134";"1";"19";"6";"4";"3";"120.00";"0";"0";"0";"1";"1";"0";"27";"0";"0";"4";"8";"0";"0.00";"0";"0";"5";"10";"0";"0.00";"0";"0";"9.40";"-0.80";"-3.12";"1"
"1";"43";"1";"9070";"1";"1";"125";"1";"38";"37";"8";"7";"131.70";"1";"0";"0";"1";"1";"0";"20";"0";"3";"6";"6";"4";"12.75";"0";"3";"9";"12";"3";"12.67";"0";"12.71";"12.40";"0.50";"1.79";"1"
"2";"39";"1";"171";"1";"12";"110";"1";"37";"37";"7";"7";"106.00";"1";"0";"0";"1";"1";"0";"36";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"7.60";"2.60";"0.32";"3"
"1";"1";"1";"9773";"1";"1";"111";"1";"19";"19";"9";"9";"110.00";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"6";"5";"12.60";"0";"0";"6";"8";"6";"12.00";"0";"12.3";"11.10";"0.60";"2.02";"3"
"2";"42";"1";"9991";"0";"1";"130";"1";"3";"2";"2";"2";"130.00";"0";"0";"0";"1";"1";"0";"27";"0";"2";"2";"2";"2";"12.50";"0";"0";"5";"6";"2";"12.50";"0";"12.5";"12.70";"3.70";"-1.70";"2"
"1";"1";"1";"9254";"1";"1";"121";"1";"19";"19";"5";"8";"117.50";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"7";"6";"10.58";"0";"0";"6";"11";"3";"11.67";"0";"11.13";"16.20";"0.30";"-0.92";"3"
"1";"39";"1";"8014";"0";"1";"134";"1";"37";"37";"9";"9";"112.50";"0";"0";"0";"1";"0";"1";"30";"0";"0";"7";"7";"6";"14.67";"1";"0";"6";"7";"6";"14.34";"0";"14.51";"10.80";"1.40";"1.74";"3"
"1";"1";"3";"9085";"1";"1";"147";"1";"19";"19";"9";"1";"135.60";"1";"0";"0";"1";"0";"0";"20";"0";"0";"6";"7";"6";"16.72";"0";"0";"6";"6";"6";"15.34";"0";"16.03";"13.90";"-0.30";"0.79";"3"
"2";"39";"1";"9991";"0";"1";"160";"1";"1";"3";"1";"2";"130.00";"0";"0";"0";"0";"1";"1";"26";"0";"0";"5";"12";"3";"10.67";"0";"0";"5";"11";"3";"10.67";"0";"10.67";"9.40";"-0.80";"-3.12";"1"
"1";"1";"4";"171";"1";"1";"146";"1";"1";"1";"9";"5";"151.30";"1";"0";"0";"1";"0";"1";"19";"0";"6";"12";"12";"12";"12.75";"0";"4";"11";"16";"11";"13.25";"0";"13";"8.90";"1.40";"3.51";"3"
"1";"1";"4";"9238";"1";"1";"130";"1";"1";"19";"4";"5";"124.80";"1";"0";"0";"1";"0";"0";"19";"0";"0";"6";"6";"6";"13.00";"0";"0";"6";"8";"5";"13.40";"0";"13.2";"8.90";"1.40";"3.51";"3"
"1";"1";"1";"9085";"1";"1";"128";"1";"19";"1";"5";"4";"135.70";"1";"0";"0";"1";"0";"0";"20";"0";"0";"5";"7";"4";"12.75";"0";"0";"5";"5";"5";"13.40";"0";"13.08";"10.80";"1.40";"1.74";"3"
"1";"17";"4";"9773";"1";"1";"137";"1";"1";"1";"5";"5";"125.80";"0";"0";"1";"1";"1";"0";"20";"0";"0";"6";"7";"5";"12.20";"0";"0";"6";"6";"6";"12.34";"0";"12.27";"12.70";"3.70";"-1.70";"1"
"1";"1";"5";"9500";"1";"1";"145";"1";"38";"38";"9";"9";"125.50";"1";"0";"0";"1";"0";"1";"18";"0";"0";"8";"8";"8";"13.77";"0";"0";"8";"8";"8";"13.77";"0";"13.77";"9.40";"-0.80";"-3.12";"3"
"1";"1";"1";"9773";"1";"1";"134";"1";"3";"19";"4";"5";"105.00";"1";"0";"0";"1";"0";"0";"20";"0";"0";"6";"6";"6";"13.84";"0";"0";"6";"6";"6";"12.50";"0";"13.17";"12.70";"3.70";"-1.70";"3"
"1";"1";"5";"9254";"1";"1";"131";"1";"19";"37";"9";"9";"123.70";"0";"0";"0";"1";"0";"1";"19";"0";"0";"6";"8";"5";"11.67";"0";"0";"6";"7";"5";"12.20";"0";"11.94";"8.90";"1.40";"3.51";"3"
"1";"17";"1";"9147";"1";"1";"134";"1";"19";"38";"4";"8";"129.50";"0";"0";"0";"1";"0";"1";"18";"0";"0";"5";"5";"5";"11.60";"0";"0";"5";"12";"4";"12.63";"0";"12.12";"10.80";"1.40";"1.74";"3"
"1";"1";"4";"9147";"1";"1";"134";"1";"1";"19";"4";"6";"106.00";"1";"0";"0";"1";"0";"0";"24";"0";"0";"5";"11";"2";"10.50";"0";"0";"5";"14";"1";"11.00";"0";"10.75";"12.70";"3.70";"-1.70";"2"
"4";"39";"1";"8014";"0";"3";"100";"1";"37";"37";"9";"9";"130.00";"0";"0";"0";"1";"0";"1";"43";"0";"0";"6";"7";"5";"12.20";"0";"0";"6";"6";"6";"12.34";"0";"12.27";"9.40";"-0.80";"-3.12";"3"
"1";"44";"1";"9254";"1";"39";"170";"1";"19";"2";"9";"3";"170.00";"0";"0";"0";"0";"1";"0";"26";"0";"2";"8";"14";"8";"15.13";"0";"1";"6";"12";"6";"13.67";"0";"14.4";"11.10";"0.60";"2.02";"2"
"1";"15";"1";"9773";"1";"1";"120";"26";"19";"19";"4";"5";"120.00";"1";"0";"0";"1";"0";"0";"22";"1";"0";"6";"6";"6";"13.00";"0";"0";"6";"6";"6";"13.67";"0";"13.34";"12.40";"0.50";"1.79";"3"
"1";"1";"2";"171";"1";"1";"125";"1";"38";"19";"9";"9";"117.30";"1";"0";"0";"1";"1";"1";"21";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"10.80";"1.40";"1.74";"3"
"1";"1";"4";"9500";"1";"1";"115";"1";"3";"3";"2";"2";"111.50";"1";"0";"1";"0";"0";"0";"19";"0";"0";"7";"10";"4";"11.96";"0";"0";"7";"7";"0";"0.00";"0";"5.98";"13.90";"-0.30";"0.79";"1"
"2";"39";"1";"9003";"1";"19";"134";"1";"19";"37";"9";"10";"120.00";"0";"0";"1";"1";"0";"0";"37";"0";"0";"6";"10";"6";"12.88";"0";"0";"6";"12";"6";"12.90";"0";"12.89";"16.20";"0.30";"-0.92";"2"
"1";"1";"3";"9500";"1";"1";"119";"1";"19";"37";"9";"9";"119.40";"1";"0";"0";"1";"0";"0";"20";"0";"0";"7";"7";"7";"13.78";"0";"0";"8";"8";"8";"15.60";"0";"14.69";"12.40";"0.50";"1.79";"3"
"1";"1";"1";"9085";"1";"1";"136";"1";"1";"38";"9";"9";"130.80";"1";"0";"0";"1";"0";"0";"18";"0";"0";"5";"7";"5";"14.40";"1";"0";"5";"5";"5";"13.60";"0";"14";"12.70";"3.70";"-1.70";"3"
"1";"17";"1";"9773";"1";"1";"138";"1";"1";"19";"9";"9";"124.00";"0";"0";"0";"1";"0";"1";"19";"0";"0";"6";"6";"6";"13.17";"0";"0";"6";"6";"6";"13.84";"0";"13.51";"11.10";"0.60";"2.02";"3"
"1";"1";"3";"9147";"1";"1";"133";"1";"38";"19";"9";"10";"125.00";"1";"0";"0";"1";"0";"0";"18";"0";"0";"5";"6";"5";"12.80";"1";"0";"5";"6";"5";"12.60";"0";"12.7";"9.40";"-0.80";"-3.12";"3"
"1";"1";"1";"9238";"1";"1";"116";"1";"38";"19";"8";"10";"110.80";"1";"0";"0";"1";"1";"0";"19";"0";"0";"6";"0";"0";"0.00";"0";"0";"6";"0";"0";"0.00";"0";"0";"16.20";"0.30";"-0.92";"1"
"1";"39";"1";"9130";"1";"1";"150";"1";"19";"19";"9";"5";"160.00";"1";"0";"0";"1";"1";"0";"24";"0";"0";"5";"13";"4";"13.75";"1";"0";"5";"9";"3";"12.00";"0";"12.88";"9.40";"-0.80";"-3.12";"2"
"1";"1";"2";"9773";"1";"1";"122";"1";"37";"37";"9";"9";"130.80";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"14";"4";"11.25";"0";"0";"6";"9";"5";"13.00";"0";"12.13";"9.40";"-0.80";"-3.12";"3"
"1";"51";"1";"8014";"0";"1";"121";"1";"1";"38";"5";"7";"112.30";"0";"0";"0";"1";"0";"0";"22";"0";"14";"16";"16";"13";"10.93";"0";"13";"13";"13";"11";"11.46";"0";"11.2";"16.20";"0.30";"-0.92";"3"
"1";"7";"3";"9130";"1";"3";"130";"1";"19";"37";"90";"5";"130.00";"0";"0";"1";"0";"0";"0";"27";"0";"1";"5";"6";"2";"11.50";"0";"0";"5";"5";"1";"11.00";"0";"11.25";"12.70";"3.70";"-1.70";"1"
"1";"1";"1";"9670";"1";"1";"116";"1";"3";"3";"3";"3";"110.10";"1";"0";"0";"1";"1";"0";"19";"0";"0";"6";"9";"5";"13.34";"0";"0";"6";"6";"5";"13.00";"0";"13.17";"12.40";"0.50";"1.79";"3"
"1";"1";"2";"9238";"1";"1";"136";"1";"37";"38";"9";"8";"139.20";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"7";"6";"13.84";"0";"0";"6";"6";"6";"14.00";"0";"13.92";"9.40";"-0.80";"-3.12";"3"
"4";"39";"1";"9500";"1";"19";"134";"1";"38";"1";"9";"4";"120.00";"0";"0";"0";"1";"0";"1";"35";"0";"0";"8";"9";"8";"13.63";"1";"0";"8";"9";"8";"13.63";"1";"13.63";"9.40";"-0.80";"-3.12";"3"
"1";"1";"3";"9773";"1";"1";"135";"1";"1";"1";"3";"5";"130.10";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"6";"6";"13.67";"0";"0";"6";"7";"6";"13.00";"0";"13.34";"15.50";"2.80";"-4.06";"3"
"1";"1";"1";"9853";"1";"1";"122";"1";"3";"19";"2";"3";"112.90";"0";"0";"0";"1";"0";"0";"18";"0";"0";"7";"9";"7";"11.86";"0";"0";"7";"7";"7";"11.86";"0";"11.86";"16.20";"0.30";"-0.92";"3"
"1";"17";"2";"9254";"1";"1";"128";"1";"38";"38";"9";"9";"129.10";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"6";"6";"12.67";"0";"0";"6";"7";"5";"14.60";"0";"13.64";"11.10";"0.60";"2.02";"3"
"2";"39";"1";"9238";"1";"42";"170";"1";"19";"38";"8";"8";"159.50";"0";"0";"0";"1";"1";"0";"33";"0";"0";"6";"6";"0";"0.00";"0";"0";"5";"5";"0";"0.00";"0";"0";"8.90";"1.40";"3.51";"1"
"1";"7";"1";"9556";"1";"43";"160";"1";"38";"19";"9";"9";"160.00";"0";"0";"0";"1";"1";"0";"36";"0";"0";"7";"16";"1";"12.00";"0";"0";"7";"13";"0";"0.00";"1";"6";"11.10";"0.60";"2.02";"1"
"1";"44";"1";"9238";"1";"39";"150";"1";"1";"37";"4";"8";"145.60";"1";"0";"0";"1";"0";"1";"20";"0";"3";"6";"6";"6";"13.34";"0";"2";"6";"6";"6";"14.17";"0";"13.76";"13.90";"-0.30";"0.79";"3"
"1";"1";"5";"9500";"1";"1";"125";"1";"1";"1";"3";"8";"115.60";"1";"0";"0";"1";"0";"0";"18";"0";"0";"7";"9";"6";"12.19";"0";"0";"7";"9";"6";"11.79";"0";"11.99";"16.20";"0.30";"-0.92";"2"
"1";"1";"2";"9070";"1";"1";"124";"1";"19";"1";"9";"3";"123.70";"1";"0";"0";"1";"0";"1";"18";"0";"1";"6";"8";"6";"12.72";"1";"0";"6";"8";"6";"12.63";"0";"12.68";"13.90";"-0.30";"0.79";"3"
"1";"39";"1";"9500";"1";"1";"110";"1";"37";"37";"9";"9";"130.00";"0";"0";"1";"0";"0";"0";"32";"0";"0";"7";"12";"4";"13.70";"0";"0";"7";"7";"0";"0.00";"0";"6.85";"16.20";"0.30";"-0.92";"1"
"1";"1";"3";"171";"1";"1";"115";"1";"9";"1";"6";"6";"108.70";"1";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"9.40";"-0.80";"-3.12";"1"
"1";"44";"1";"9003";"1";"39";"150";"1";"19";"1";"1";"1";"150.00";"0";"0";"0";"1";"1";"0";"22";"0";"0";"6";"12";"3";"13.34";"0";"0";"6";"12";"3";"12.75";"0";"13.05";"15.50";"2.80";"-4.06";"2"
"1";"1";"1";"9238";"1";"1";"115";"1";"1";"1";"9";"4";"109.10";"1";"0";"1";"0";"0";"1";"22";"0";"0";"6";"0";"0";"0.00";"0";"0";"6";"0";"0";"0.00";"0";"0";"12.40";"0.50";"1.79";"1"
